Nuclide,Energy,is_InCas,Daughter,Detector,x100mm,dx100mm,x13mm,dx13mm,z,dz
152Eu,1112.076,1,152Sm,A1,0.001607937968451,8.88044840635508e-06,0.007698030209455,4.81783419780705e-05,1.13243220613615,0.0190463530496665
152Eu,1112.076,1,152Sm,A2,0.001436440650649,7.95276853381296e-06,0.007064394892164,4.47365888656585e-05,1.10154212691093,0.0185676885648592
152Eu,1112.076,1,152Sm,A3,0.001497991734101,8.28737979333146e-06,0.007427560545472,4.79727155125961e-05,1.0259052167362,0.0173398493226199
152Eu,1112.076,1,152Sm,B0,0.001647136855407,9.09200318019677e-06,0.007039070723872,4.43555740684257e-05,1.12952638802809,0.0190174846168606
152Eu,1112.076,1,152Sm,B1,0.001553891702149,8.58571876917151e-06,0.006757284273673,4.27553048011271e-05,1.100548686435,0.0185451928894725
152Eu,1112.076,1,152Sm,B2,0.001540341447847,8.51398496275348e-06,0.006754201907501,4.27549051146259e-05,1.13862263530119,0.0191883987294135
152Eu,1112.076,1,152Sm,B3,0.001589534638369,8.77974712373574e-06,0.007032762309789,4.42649283792793e-05,1.16420530146425,0.0195997728085872
226Ra,1120.287,1,214Po,A0,0.001431020997025,1.2023463496103e-05,0.006640989516196,5.57149026946012e-05,NA,NA
226Ra,1120.287,1,214Po,A1,0.001587170914769,1.33298753543918e-05,0.007447965832885,6.24680947307184e-05,1.15533665815206,0.0217402300127632
226Ra,1120.287,1,214Po,A2,0.001416133937884,1.18987047420699e-05,0.006662417279543,5.58940095801102e-05,1.15149191404112,0.021675994338616
226Ra,1120.287,1,214Po,A3,0.001476097054201,1.24010716222081e-05,0.006829465237789,5.72929965360615e-05,1.09944178004919,0.0206950318005227
226Ra,1120.287,1,214Po,B0,0.00158423160669,1.33061577346779e-05,0.007035324591796,5.90175587481814e-05,1.08696750091377,0.0204573657352521
226Ra,1120.287,1,214Po,B1,0.001501319691099,1.26117063972058e-05,0.006610014747277,5.54560906636514e-05,1.08700478119358,0.0204617526268912
226Ra,1120.287,1,214Po,B2,0.001488259326665,1.25030090355998e-05,0.006585591481943,5.52529840568565e-05,1.12828983747954,0.0212390784285448
226Ra,1120.287,1,214Po,B3,0.001522217343584,1.27868988359838e-05,0.006952294656933,5.83225876780122e-05,1.1278049887303,0.0212267606457142
226Ra,1155.19,1,214Po,A0,0.001413552041576,1.38764811949031e-05,0.006670597803622,6.45408245854315e-05,NA,NA
226Ra,1155.19,1,214Po,A1,0.001561475066082,1.52482595158246e-05,0.007491442742567,7.22158024113838e-05,1.13003559096021,0.0226428452184848
226Ra,1155.19,1,214Po,A2,0.001391604350053,1.36587047473908e-05,0.006677859721634,6.45969549696117e-05,1.12892964498396,0.022671006314251
226Ra,1155.19,1,214Po,A3,0.00145106592826,1.4243218248545e-05,0.006881696652821,6.65562267230091e-05,1.07259468799812,0.0215386260552158
226Ra,1155.19,1,214Po,B0,0.001565683065494,1.53315310653672e-05,0.007090103033602,6.85740596309597e-05,1.06594140749203,0.0213914450024697
226Ra,1155.19,1,214Po,B1,0.001482740232445,1.45172397473971e-05,0.006653662638831,6.43854073609584e-05,1.06651015921589,0.0214070224556361
226Ra,1155.19,1,214Po,B2,0.001465435509282,1.43966390452326e-05,0.006567522256592,6.36241451993076e-05,1.11404313864461,0.0223848637242126
226Ra,1155.19,1,214Po,B3,0.001490032843352,1.46089332520111e-05,0.006973651432085,6.74500558985613e-05,1.10057874480695,0.0220934358451149
152Eu,1212.948,1,152Sm,A0,0.00129950711937,1.07406543673377e-05,0.005952118629412,8.80992130671569e-05,NA,NA
152Eu,1212.948,1,152Sm,A1,0.001454842707305,1.18215178994299e-05,0.006637394520848,9.21034458267911e-05,1.18834061789188,0.0258115766970176
152Eu,1212.948,1,152Sm,A2,0.001308628351778,1.07804547904579e-05,0.00592476885171,8.75398634809512e-05,1.19655676178253,0.0267436324682901
152Eu,1212.948,1,152Sm,A3,0.00134513193409,1.10727587360324e-05,0.006273549140854,0.000140442832984,1.09067560866275,0.0305052521670929
152Eu,1212.948,1,152Sm,B0,0.001482534419482,1.20225329268375e-05,0.006098054532411,8.71834495205493e-05,1.17353354033361,0.0258034218474465
152Eu,1212.948,1,152Sm,B1,0.001410260572056,1.14606954254841e-05,0.006028254095699,8.59858842826425e-05,1.11961450481706,0.0246031752591189
152Eu,1212.948,1,152Sm,B2,0.001389804574565,1.13731614929538e-05,0.005654676878158,8.3542807428325e-05,1.22710801875269,0.0274010274079441
152Eu,1212.948,1,152Sm,B3,0.001440883077287,1.17186779565913e-05,0.005996952214335,8.55366397398831e-05,1.2376095968506,0.0271962361291867
226Ra,1238.11,1,214Po,A0,0.001312928804082,1.15057936573178e-05,0.006077715250446,5.30479107541288e-05,NA,NA
226Ra,1238.11,1,214Po,A1,0.001457357455071,1.27559498088977e-05,0.006827470829747,5.95431763552643e-05,1.15725420210995,0.0221358244558246
226Ra,1238.11,1,214Po,A2,0.001297849406801,1.13745463046597e-05,0.006098638748339,5.32292862120128e-05,1.15286853392163,0.0220665753984022
226Ra,1238.11,1,214Po,A3,0.001355393349641,1.18749569831586e-05,0.006251657595319,5.45592129792542e-05,1.10284426396868,0.0211066816527598
226Ra,1238.11,1,214Po,B0,0.001458038458202,1.27661012191484e-05,0.0064609440459,5.63796657028337e-05,1.0893188646469,0.0208429395746848
226Ra,1238.11,1,214Po,B1,0.001382570610398,1.21094593353348e-05,0.006074942981839,5.30247657014931e-05,1.089195445444,0.0208457221685807
226Ra,1238.11,1,214Po,B2,0.001370656540926,1.20094150889043e-05,0.006040574534011,5.27335965991779e-05,1.13288870303482,0.0216840350094757
226Ra,1238.11,1,214Po,B3,0.001397092113581,1.22370009439195e-05,0.006379693690248,5.56738548148302e-05,1.12800423368712,0.0215852362374782
226Ra,1280.96,1,214Po,A0,0.001283531621874,1.24986770254211e-05,0.006001931746652,5.73927080859667e-05,NA,NA
226Ra,1280.96,1,214Po,A1,0.001434095312368,1.38702415036185e-05,0.006706541723727,6.38672007084143e-05,1.15931623620999,0.023111998493805
226Ra,1280.96,1,214Po,A2,0.001265395787892,1.23306891902182e-05,0.005979761832281,5.72223226173164e-05,1.14638604123908,0.0229248703950593
226Ra,1280.96,1,214Po,A3,0.001324950146698,1.29066673577936e-05,0.006173010874558,5.90443113657057e-05,1.09180861657067,0.0218289385950991
226Ra,1280.96,1,214Po,B0,0.001438921430326,1.39705837599331e-05,0.006342269701432,6.06672005934606e-05,1.09515199790852,0.0218773856046286
226Ra,1280.96,1,214Po,B1,0.001340161063721,1.30189451093431e-05,0.005991762112108,5.72768031223004e-05,1.07044198708188,0.0213857638541441
226Ra,1280.96,1,214Po,B2,0.001334727851275,1.30203487729036e-05,0.00591870636327,5.67496440452488e-05,1.12590767336491,0.0225314425171083
226Ra,1280.96,1,214Po,B3,0.001369811990959,1.33258175893174e-05,0.006206973829251,5.94060509763855e-05,1.13675419407913,0.0227220926724462
152Eu,1299.142,1,152Gd,A0,0.001243812584094,1.20061486184499e-05,0.005966762642805,7.38348783076876e-05,NA,NA
152Eu,1299.142,1,152Gd,A1,0.001378365955221,1.00135486614908e-05,0.006684048024446,7.85072448242501e-05,1.11801468747101,0.022470144285543
152Eu,1299.142,1,152Gd,A2,0.001237728127392,9.0321466161173e-06,0.006122746347191,7.4825884631693e-05,1.09513430691385,0.022335801767811
152Eu,1299.142,1,152Gd,A3,0.001281824861787,9.32944950255355e-06,0.006355829297373,7.75278410777319e-05,1.0258892714557,0.0209019144901467
152Eu,1299.142,1,152Gd,B0,0.001421518463326,1.01877914010815e-05,0.006020732253175,7.26279044520051e-05,1.13968600667192,0.0230818600392774
152Eu,1299.142,1,152Gd,B1,0.001349260901558,9.71347924893175e-06,0.00578723011453,7.04510905547035e-05,1.11579879059745,0.0226869715755511
152Eu,1299.142,1,152Gd,B2,0.001325374704208,9.58084865636764e-06,0.005614083810096,6.95968870165027e-05,1.17868195932602,0.0241360779736306
152Eu,1299.142,1,152Gd,B3,0.001369091075475,9.85585611696499e-06,0.005879777455693,7.13411349863344e-05,1.19938045308971,0.0243549237310977
226Ra,1377.669,1,214Po,A0,0.001217199278014,1.1356767810593e-05,0.005970032350107,5.5334437478113e-05,NA,NA
226Ra,1377.669,1,214Po,A1,0.001356915688964,1.26355769185209e-05,0.006788063251884,6.28372583816999e-05,1.08375101252713,0.0212816299066728
226Ra,1377.669,1,214Po,A2,0.001203765590278,1.12319393014712e-05,0.006005202893589,5.56585570232893e-05,1.08593200070579,0.0213444896370021
226Ra,1377.669,1,214Po,A3,0.001250853345487,1.1669761142508e-05,0.006168174466456,5.71629714711623e-05,1.03155827470426,0.0202742225400766
226Ra,1377.669,1,214Po,B0,0.001357815562442,1.26521946550652e-05,0.00637873968185,5.910402706422e-05,1.02751442709765,0.0201869048525326
226Ra,1377.669,1,214Po,B1,0.001286975679174,1.19949657223513e-05,0.005960005365602,5.52372317907854e-05,1.03343791521572,0.0203078038952881
226Ra,1377.669,1,214Po,B2,0.001267964036845,1.18288088044144e-05,0.005949971610253,5.51664584292223e-05,1.0639688002484,0.0209137514753263
226Ra,1377.669,1,214Po,B3,0.001297272365711,1.20953785887627e-05,0.006287827132431,5.82693233219622e-05,1.06271323526402,0.0208820426163025
226Ra,1401.516,1,214Po,A0,0.001181006695855,1.15261198657297e-05,0.005512981299086,5.26079385249576e-05,NA,NA
226Ra,1401.516,1,214Po,A1,0.001312180583153,1.26974794237598e-05,0.006171178445983,5.85635984560894e-05,1.15278425241039,0.0229662025453028
226Ra,1401.516,1,214Po,A2,0.001167258156582,1.13914285319938e-05,0.005525432494766,5.27483828231716e-05,1.14442946708707,0.0228813885122821
226Ra,1401.516,1,214Po,A3,0.001218112333574,1.19004641457535e-05,0.005662246951081,5.40519377895955e-05,1.09431551299927,0.0218843157252853
226Ra,1401.516,1,214Po,B0,0.001327024577559,1.2911449610237e-05,0.005903346222603,5.63244440925977e-05,1.08508244420888,0.0216744060379937
226Ra,1401.516,1,214Po,B1,0.001258958701772,1.22165467519713e-05,0.005518785337523,5.25972341117896e-05,1.09176378495567,0.0217910572996592
226Ra,1401.516,1,214Po,B2,0.001286175330991,1.25510093367721e-05,0.00559073518357,5.34949897971387e-05,1.14859812921278,0.0229765696246164
226Ra,1401.516,1,214Po,B3,0.001276211655474,1.24286637534982e-05,0.005834307501931,5.56685640100141e-05,1.12672753387081,0.0225116717511796
226Ra,1407.993,1,214Po,A0,0.001162502269461,1.06802869037291e-05,0.00529217143867,4.80686330655174e-05,NA,NA
226Ra,1407.993,1,214Po,A1,0.001302853782038,1.19172766353979e-05,0.005966361786646,5.40391067789384e-05,1.18388256933802,0.0230449944954484
226Ra,1407.993,1,214Po,A2,0.001143147889518,1.05053802251228e-05,0.005299127248621,4.81372893669657e-05,1.16865537841968,0.0227916375632449
226Ra,1407.993,1,214Po,A3,0.001204352719106,1.1063295251621e-05,0.005455341851527,4.9550451131567e-05,1.1229896384349,0.021897991254072
226Ra,1407.993,1,214Po,B0,0.001303379970282,1.19461638962526e-05,0.005645693615545,5.12614332307556e-05,1.11438629426613,0.0217161460228422
226Ra,1407.993,1,214Po,B1,0.001230212014356,1.12753122515042e-05,0.005317542779452,4.82738419664072e-05,1.10720916891553,0.0215779576842217
226Ra,1407.993,1,214Po,B2,0.001211909095395,1.11377337133753e-05,0.00522212064927,4.74986481687026e-05,1.1586706181049,0.0226035637590885
226Ra,1407.993,1,214Po,B3,0.001238783388224,1.13696793239842e-05,0.005573658744163,5.06169409243373e-05,1.14482871492232,0.0223172330351703
152Eu,1408.013,1,152Sm,A0,0.001167791670082,6.27806163315545e-06,0.005585454394835,3.36640540186238e-05,NA,NA
152Eu,1408.013,1,152Sm,A1,0.001306917235517,7.01257575716007e-06,0.006161207186582,3.66708512562652e-05,1.15001844213359,0.0191547247635719
152Eu,1408.013,1,152Sm,A2,0.001158309852253,6.22773328062394e-06,0.005620990839529,3.3794941196515e-05,1.11634971147349,0.0186275751772354
152Eu,1408.013,1,152Sm,A3,0.001200108924487,6.44886011137877e-06,0.005944435100207,3.56001572124407e-05,1.02696134583966,0.0171258455726205
152Eu,1408.013,1,152Sm,B0,0.001332143980164,7.14462525029031e-06,0.005691409816335,3.39995698461477e-05,1.12983060103818,0.0188295465406287
152Eu,1408.013,1,152Sm,B1,0.001265810270142,6.79402564402295e-06,0.005436856510969,3.26349716378609e-05,1.11424692871269,0.0185857843737101
152Eu,1408.013,1,152Sm,B2,0.001241806754975,6.66738195249568e-06,0.005368248519011,3.22680935231218e-05,1.15493689565416,0.0192682849349806
152Eu,1408.013,1,152Sm,B3,0.001287967941072,6.91111445754491e-06,0.005631777201134,3.36782165086731e-05,1.17799949328949,0.0196361388378034
226Ra,1509.217,1,214Po,A0,0.001109597744395,1.22014431427205e-05,0.005213430940314,5.66984191710273e-05,NA,NA
226Ra,1509.217,1,214Po,A1,0.001241191405528,1.35939587674587e-05,0.005899945367516,6.39998422459929e-05,1.14054730416203,0.0242169510224571
226Ra,1509.217,1,214Po,A2,0.001090487536078,1.19957711015881e-05,0.005233633533821,5.69271354791443e-05,1.12877085739036,0.0240164050208375
226Ra,1509.217,1,214Po,A3,0.001153476880221,1.26810853225153e-05,0.005396835340729,5.86965906470174e-05,1.08721077585335,0.0231274257139978
226Ra,1509.217,1,214Po,B0,0.001241004510944,1.36220432445044e-05,0.005577535808775,6.06380122586789e-05,1.07402160616893,0.0228335350578763
226Ra,1509.217,1,214Po,B1,0.001175385725653,1.28938380830534e-05,0.005230808404133,5.68496480879683e-05,1.07540561893347,0.022859508554733
226Ra,1509.217,1,214Po,B2,0.001166750226902,1.28335862262422e-05,0.005223410687712,5.68643330125478e-05,1.11522005637094,0.0237329668576124
226Ra,1509.217,1,214Po,B3,0.00118625719817,1.3032811729492e-05,0.005527065039531,6.00907330636158e-05,1.10552813978744,0.0235092858399198
226Ra,1661.316,1,214Po,A0,0.001033684014552,1.1423727993878e-05,0.004910996478196,5.30101814664503e-05,NA,NA
226Ra,1661.316,1,214Po,A1,0.001146960349352,1.2579405155985e-05,0.005616661137272,6.02754252033225e-05,1.10711494755216,0.0234504853205475
226Ra,1661.316,1,214Po,A2,0.001019451079471,1.12663204880885e-05,0.004948127136107,5.34033726740705e-05,1.11612781664411,0.0237288420729005
226Ra,1661.316,1,214Po,A3,0.00108041500522,1.1932468291527e-05,0.005135038060066,5.54028497506654e-05,1.07026411025663,0.0227475658389874
226Ra,1661.316,1,214Po,B0,0.001169005929667,1.28719545867922e-05,0.005351789748541,5.77101790082269e-05,1.05438615843051,0.0223873089524368
226Ra,1661.316,1,214Po,B1,0.00109433667067,1.20440779201115e-05,0.004939316716687,5.32552409087308e-05,1.06033910836275,0.0225123153754671
226Ra,1661.316,1,214Po,B2,0.001078310846465,1.19395229648546e-05,0.004892960459618,5.29626897769569e-05,1.10029494592154,0.0234221039019449
226Ra,1661.316,1,214Po,B3,0.00110983360486,1.22588441068671e-05,0.005222267089736,5.6354251723443e-05,1.09467274913858,0.0232668594800367
226Ra,1729.64,1,214Po,A0,0.001002722292406,9.27987679250273e-06,0.005257880584404,4.80872869794013e-05,NA,NA
226Ra,1729.64,1,214Po,A1,0.001129101567946,1.04150110654106e-05,0.00607898756522,5.54820143267143e-05,1.00698798389709,0.0196708641516115
226Ra,1729.64,1,214Po,A2,0.000994364959005,9.20216635137296e-06,0.005316383898405,4.86132926240356e-05,1.0132529322219,0.0198201334892318
226Ra,1729.64,1,214Po,A3,0.001044571033306,9.6587718760531e-06,0.00545676800141,4.98880729255944e-05,0.973747847036815,0.0190426786488561
226Ra,1729.64,1,214Po,B0,0.00112968634282,1.04303787397134e-05,0.005683733816951,5.19417900004547e-05,0.959414268512942,0.0187530890910866
226Ra,1729.64,1,214Po,B1,0.001066503581462,9.85442991259009e-06,0.005295863086184,4.84266331439854e-05,0.963798556264296,0.0188466747973238
226Ra,1729.64,1,214Po,B2,0.001052792903069,9.73861812182537e-06,0.005241615287719,4.79587525699182e-05,1.00280076562261,0.0196165036008161
226Ra,1729.64,1,214Po,B3,0.001071707712794,9.90919397168399e-06,0.00560728823846,5.12544619991227e-05,0.984484744781655,0.0192503274765049
226Ra,1764.539,1,214Po,A0,0.000971481321161,8.57882109145559e-06,0.004726024850119,4.16499854004739e-05,NA,NA
226Ra,1764.539,1,214Po,A1,0.001096071206819,9.673473695607e-06,0.005393266756051,4.751374230113e-05,1.10181682683642,0.0211569118996778
226Ra,1764.539,1,214Po,A2,0.000961051247697,8.48705522475047e-06,0.004752773469986,4.188509013151e-05,1.09543805335691,0.0210433680093304
226Ra,1764.539,1,214Po,A3,0.001006855918196,8.8897910641956e-06,0.004878774789455,4.29934276341713e-05,1.04978551986392,0.0201648666479171
226Ra,1764.539,1,214Po,B0,0.001095244497755,9.66675755925281e-06,0.005082224361645,4.47821175827e-05,1.04025370600616,0.0199783248400232
226Ra,1764.539,1,214Po,B1,0.001033960623462,9.12793129507444e-06,0.004752695478872,4.18847064682093e-05,1.04117735343578,0.0200000850522829
226Ra,1764.539,1,214Po,B2,0.001014908892062,8.96079910044906e-06,0.00470440419109,4.14615706192738e-05,1.07710807048753,0.0206907712569395
226Ra,1764.539,1,214Po,B3,0.001044418088509,9.22014195536079e-06,0.005008827275682,4.41373000542434e-05,1.07404838150516,0.0206286420855343
226Ra,1847.42,1,214Po,A0,0.000938480809655,9.49499575166946e-06,0.004776150791184,4.76120628979855e-05,NA,NA
226Ra,1847.42,1,214Po,A1,0.001058330528153,1.06624355807931e-05,0.005497417927403,5.46565320154091e-05,1.04372263544551,0.0212252063260054
226Ra,1847.42,1,214Po,A2,0.000931564409486,9.42489852644535e-06,0.004818737819371,4.80308171247683e-05,1.04729247237027,0.0213371074762082
226Ra,1847.42,1,214Po,A3,0.000973670073323,9.84452199421239e-06,0.004958992138547,4.94191413820702e-05,0.9987629509419,0.0203437736363346
226Ra,1847.42,1,214Po,B0,0.001060102149979,1.06966485398902e-05,0.005176399163958,5.15562302125663e-05,0.9885576065586,0.0201216825250658
226Ra,1847.42,1,214Po,B1,0.000998730826571,1.00840649337544e-05,0.004820112905827,4.80374568997551e-05,0.991635225492024,0.0201927946048102
226Ra,1847.42,1,214Po,B2,0.000983985788378,9.95371100908176e-06,0.004756189700525,4.74517912806481e-05,1.03291957642833,0.0210483276973976
226Ra,1847.42,1,214Po,B3,0.001011274564752,1.02183815663292e-05,0.005074365742993,5.05614135025326e-05,1.0265328069755,0.0209041689259485
226Ra,2118.536,1,214Po,A0,0.000809515798577,8.8500206618495e-06,0.004081594953671,4.35315177768942e-05,NA,NA
226Ra,2118.536,1,214Po,A1,0.000921984637503,1.00000974232071e-05,0.004698337662879,4.9884092795414e-05,1.06390289785377,0.0224071518344661
226Ra,2118.536,1,214Po,A2,0.000802601783626,8.77089145561119e-06,0.004099680358498,4.37169104334132e-05,1.06056798960214,0.022410517238841
226Ra,2118.536,1,214Po,A3,0.000843748926271,9.20651214152405e-06,0.00421449306758,4.49260190974044e-05,1.01838480627449,0.0215081371126437
226Ra,2118.536,1,214Po,B0,0.000919092490676,9.99702349647079e-06,0.004429557163853,4.71597650744413e-05,1.001569134546,0.0211271464269528
226Ra,2118.536,1,214Po,B1,0.000871560815054,9.48987633702857e-06,0.004119841613842,4.39187718525333e-05,1.01246000946724,0.0213719413551513
226Ra,2118.536,1,214Po,B2,0.000848801602903,9.27343169075368e-06,0.004028453385407,4.30198054649546e-05,1.05197325591358,0.0222357706362702
226Ra,2118.536,1,214Po,B3,0.00087751521764,9.56515442753724e-06,0.004348737272447,4.6327833305513e-05,1.03938633269751,0.021940891594702
226Ra,2204.071,1,214Po,A0,0.000777416007566,1.62282164560385e-05,0.003799873065097,7.92095448710702e-05,NA,NA
226Ra,2204.071,1,214Po,A1,0.000877779851589,1.83161751554774e-05,0.004361492432551,9.08940508779948e-05,1.09112125881083,0.035906469141432
226Ra,2204.071,1,214Po,A2,0.00076717181465,1.60151082683906e-05,0.003801896489515,7.92515213814978e-05,1.09315247362259,0.035985885924886
226Ra,2204.071,1,214Po,A3,0.000794398155614,1.65821731766927e-05,0.003898783703811,8.12684526791138e-05,1.03646133854554,0.0341178516901565
226Ra,2204.071,1,214Po,B0,0.00088060362845,1.83755981391685e-05,0.004089779655406,8.5244172436434e-05,1.03935183146353,0.0342067026386287
226Ra,2204.071,1,214Po,B1,0.000831722315453,1.73582061865604e-05,0.003827060709787,7.97759668533359e-05,1.04009666608064,0.0342360364579122
226Ra,2204.071,1,214Po,B2,0.000810562203541,1.69186571441025e-05,0.003769913251818,7.85881047552222e-05,1.0734747720122,0.0353368984205291
226Ra,2204.071,1,214Po,B3,0.000843429472598,1.76020378246176e-05,0.004046280757969,8.43383828602519e-05,1.07368843439733,0.0353387496729549
226Ra,2447.673,1,214Po,A0,0.000705626250695,7.73084066680228e-06,0.00344117843122,3.70356186556301e-05,NA,NA
226Ra,2447.673,1,214Po,A1,0.000797624537278,8.69533850054036e-06,0.003978206511464,4.2669488934389e-05,1.08701043842472,0.0229843805341031
226Ra,2447.673,1,214Po,A2,0.000694370344954,7.61190854339427e-06,0.003427562975811,3.68912657814631e-05,1.09747367957118,0.0232651395347206
226Ra,2447.673,1,214Po,A3,0.0007280798604,7.9667784658739e-06,0.003538262049494,3.80563358444458e-05,1.04672608137592,0.0221740704296409
226Ra,2447.673,1,214Po,B0,0.000798009423158,8.70228778597843e-06,0.003743220684293,4.02165170805417e-05,1.02906927807925,0.0217727039731811
226Ra,2447.673,1,214Po,B1,0.000751309243911,8.21111814115529e-06,0.00348596802977,3.75077243908426e-05,1.03146865405961,0.0218467484070701
226Ra,2447.673,1,214Po,B2,0.00073830243918,8.07629291384408e-06,0.0034015531926,3.66295458226314e-05,1.08366210618483,0.0229623806889662
226Ra,2447.673,1,214Po,B3,0.000754650641843,8.24673012941554e-06,0.00366021438508,3.93453421497461e-05,1.06200103042096,0.0224851766275418
